1738754712.7808714, 0, 0
1738754712.7875004, 0, 0
1738754712.7929971, 0, 0
1738754712.798981, 0, 0
1738754712.8060904, 0, 0
1738754712.8114514, 0, 0
1738754712.817749, 0, 0
1738754712.823116, 0, 0
1738754712.8291724, 0, 0
1738754712.8353744, 0, 0
1738754712.8403277, 0, 0
1738754712.8468814, 0, 0
1738754712.8533335, 0, 0
1738754712.859364, 0, 0
1738754712.865577, 0, 0
1738754712.8708124, 0, 0
1738754712.8769355, 0, 0
1738754712.8822088, 0, 0
1738754712.8881807, 0, 0
1738754712.8946514, 0, 0
1738754712.8996634, 0, 0
1738754712.907222, 0, 0
1738754712.912386, 0, 0
1738754712.9183066, 0, 0
1738754712.9248018, 0, 0
1738754712.929784, 0, 0
1738754712.935938, 0, 0
1738754712.9411695, 0, 0
1738754712.947415, 0, 0
1738754712.9544172, 0, 0
1738754712.9647696, 0, 0
1738754712.969755, 0, 0
1738754712.9759922, 0, 0
1738754712.981312, 0, 0
1738754712.9879262, 0, 0
1738754712.993306, 0, 0
1738754712.999397, 0, 0
1738754713.006276, 0, 0
1738754713.011635, 0, 0
1738754713.0179365, 0, 0
1738754713.0239403, 0, 0
1738754713.0294492, 0, 0
1738754713.0356224, 0, 0
1738754713.0408897, 0, 0
1738754713.0470912, 0, 0
1738754713.0522716, 0, 0
1738754713.059205, 0, 0
1738754713.0653932, 0, 0
1738754713.0703435, 0, 0
1738754713.076813, 0, 0
1738754713.0822284, 0, 0
1738754713.088164, 0, 0
1738754713.0943902, 0, 0
1738754713.099609, 0, 0
1738754713.1069307, 0, 0
1738754713.1123428, 0, 0
1738754713.1182437, 0, 0
1738754713.1246753, 0, 0
1738754713.1296659, 0, 0
1738754713.1358218, 0, 0
1738754713.1411023, 0, 0
1738754713.1475186, 0, 0
1738754713.1529033, 0, 0
1738754713.15973, 0, 0
1738754713.1658754, 0, 0
1738754713.171149, 0, 0
1738754713.1774373, 0, 0
1738754713.182819, 0, 0
1738754713.1888275, 0, 0
1738754713.194988, 0, 0
1738754713.2000275, 0, 0
1738754713.2075107, 0, 0
1738754713.212976, 0, 0
1738754713.2189913, 0, 0
1738754713.2252355, 0, 0
1738754713.230174, 0, 0
1738754713.2363076, 0, 0
1738754713.2416399, 0, 0
1738754713.2480652, 0, 0
1738754713.2543726, 0, 0
1738754713.2603593, 0, 0
1738754713.2671003, 0, 0
1738754713.2722542, 0, 0
1738754713.2782211, 0, 0
1738754713.2846808, 0, 0
1738754713.2896924, 0, 0
1738754713.2958157, 0, 0
1738754713.3010814, 0, 0
1738754713.3074064, 0, 0
1738754713.314706, 0, 0
1738754713.31973, 0, 0
1738754713.326052, 0, 0
1738754713.331351, 0, 0
1738754713.3376517, 0, 0
1738754713.3430512, 0, 0
1738754713.349079, 0, 0
1738754713.355258, 0, 0
1738754713.3657045, 0, 0
1738754713.370986, 0, 0
1738754713.3775651, 0, 0
1738754713.383232, 0, 0
1738754713.3893137, 0, 0
1738754713.3954744, 0, 0
1738754713.4007492, 0, 0
1738754713.406923, 0, 0
1738754713.4132142, 0, 0
1738754713.419259, 0, 0
1738754713.425481, 0, 0
1738754713.4307263, 0, 0
1738754713.4368856, 0, 0
1738754713.4422798, 0, 0
1738754713.4482265, 0, 0
1738754713.454671, 0, 0
1738754713.4596632, 0, 0
1738754713.4669373, 0, 0
1738754713.4721658, 0, 0
1738754713.478152, 0, 0
1738754713.4843605, 0, 0
1738754713.489627, 0, 0
1738754713.4958363, 0, 0
1738754713.5011077, 0, 0
1738754713.507583, 0, 0
1738754713.5155437, 0, 0
1738754713.5208058, 0, 0
1738754713.5269144, 0, 0
1738754713.5321465, 0, 0
1738754713.5381124, 0, 0
1738754713.5443952, 0, 0
1738754713.5496063, 0, 0
1738754713.555746, 0, 0
1738754713.5610173, 0, 0
1738754713.5681124, 0, 0
1738754713.574355, 0, 0
1738754713.5796022, 0, 0
1738754713.5862381, 0, 0
1738754713.5915642, 0, 0
1738754713.5979319, 0, 0
1738754713.6039662, 0, 0
1738754713.6095006, 0, 0
1738754713.616854, 0, 0
1738754713.6222422, 0, 0
1738754713.6281824, 0, 0
1738754713.6348279, 0, 0
1738754713.6397853, 0, 0
1738754713.6459262, 0, 0
1738754713.6512008, 0, 0
1738754713.657445, 0, 0
1738754713.66282, 0, 0
1738754713.6695933, 0, 0
1738754713.675771, 0, 0
1738754713.6810243, 0, 0
1738754713.6874652, 0, 0
1738754713.6928613, 0, 0
1738754713.6988215, 0, 0
1738754713.7049685, 0, 0
1738754713.7099147, 0, 0
1738754713.7172592, 0, 0
1738754713.7226408, 0, 0
1738754713.728347, 0, 0
1738754713.7348413, 0, 0
1738754713.7398157, 0, 0
1738754713.7462223, 0, 0
1738754713.7515526, 0, 0
1738754713.7614312, 0, 0
1738754713.769086, 0, 0
1738754713.7754586, 0, 0
