1738754787.212871, 0, 0
1738754787.2197807, 0, 0
1738754787.22613, 0, 0
1738754787.2315285, 0, 0
1738754787.2378104, 0, 0
1738754787.2433157, 0, 0
1738754787.249462, 0, 0
1738754787.2556727, 0, 0
1738754787.2610416, 0, 0
1738754787.2684054, 0, 0
1738754787.274927, 0, 0
1738754787.279934, 0, 0
1738754787.2860944, 0, 0
1738754787.2915106, 0, 0
1738754787.2978091, 0, 0
1738754787.3032992, 0, 0
1738754787.3093903, 0, 0
1738754787.3156803, 0, 0
1738754787.322338, 0, 0
1738754787.3282905, 0, 0
1738754787.3348088, 0, 0
1738754787.3398838, 0, 0
1738754787.3462338, 0, 0
1738754787.3516111, 0, 0
1738754787.3578699, 0, 0
1738754787.363316, 0, 0
1738754787.3702054, 0, 0
1738754787.376384, 0, 0
1738754787.3821726, 0, 0
1738754787.388192, 0, 0
1738754787.3946755, 0, 0
1738754787.3997355, 0, 0
1738754787.4059095, 0, 0
1738754787.411273, 0, 0
1738754787.4175868, 0, 0
1738754787.4249363, 0, 0
1738754787.4299953, 0, 0
1738754787.4362369, 0, 0
1738754787.4416132, 0, 0
1738754787.4480815, 0, 0
1738754787.4543848, 0, 0
1738754787.4596725, 0, 0
1738754787.46588, 0, 0
1738754787.4724085, 0, 0
1738754787.4783819, 0, 0
1738754787.4849386, 0, 0
1738754787.4899304, 0, 0
1738754787.4961278, 0, 0
1738754787.5015073, 0, 0
1738754787.5080013, 0, 0
1738754787.5152493, 0, 0
1738754787.5213857, 0, 0
1738754787.5277307, 0, 0
1738754787.533207, 0, 0
1738754787.5393085, 0, 0
1738754787.545509, 0, 0
1738754787.5508032, 0, 0
1738754787.557112, 0, 0
1738754787.5627506, 0, 0
1738754787.5739622, 0, 0
1738754787.5795567, 0, 0
1738754787.5859077, 0, 0
1738754787.591271, 0, 0
1738754787.5977483, 0, 0
1738754787.6034148, 0, 0
1738754787.6095016, 0, 0
1738754787.6156974, 0, 0
1738754787.6216514, 0, 0
1738754787.6281707, 0, 0
1738754787.6346774, 0, 0
1738754787.6397312, 0, 0
1738754787.6459348, 0, 0
1738754787.6512947, 0, 0
1738754787.6576512, 0, 0
1738754787.6630678, 0, 0
1738754787.669171, 0, 0
1738754787.6761796, 0, 0
1738754787.681602, 0, 0
1738754787.6881027, 0, 0
1738754787.694618, 0, 0
1738754787.699678, 0, 0
1738754787.705868, 0, 0
1738754787.7112198, 0, 0
1738754787.7175214, 0, 0
1738754787.724822, 0, 0
1738754787.7298727, 0, 0
1738754787.7362163, 0, 0
1738754787.7415829, 0, 0
1738754787.7479966, 0, 0
1738754787.753991, 0, 0
1738754787.7595887, 0, 0
1738754787.7696695, 0, 0
1738754787.7826908, 0, 0
1738754787.7933505, 0, 0
1738754787.8062584, 0, 0
1738754787.8210876, 0, 0
1738754787.8303556, 0, 0
1738754787.8468518, 0, 0
1738754787.8562076, 0, 0
1738754787.8695686, 0, 0
1738754787.8823292, 0, 0
1738754787.8969164, 0, 0
1738754787.9063087, 0, 0
1738754787.921144, 0, 0
1738754787.932749, 0, 0
1738754787.9455056, 0, 0
1738754787.9579694, 0, 0
1738754787.9754093, 0, 0
1738754787.9862826, 0, 0
1738754788.0011432, 0, 0
1738754788.0103722, 0, 0
1738754788.026946, 0, 0
1738754788.036272, 0, 0
1738754788.0473268, 0, 0
1738754788.0527713, 0, 0
1738754788.0588295, 0, 0
1738754788.065048, 0, 0
1738754788.070082, 0, 0
1738754788.0762994, 0, 0
1738754788.0866868, 0, 0
1738754788.0981271, 0, 0
1738754788.1100762, 0, 0
1738754788.11726, 0, 0
1738754788.1228714, 0, 0
1738754788.1290052, 0, 0
1738754788.1351752, 0, 0
1738754788.1401916, 0, 0
1738754788.1475868, 0, 0
1738754788.153046, 0, 0
1738754788.1591744, 0, 0
1738754788.1655302, 0, 0
1738754788.1708405, 0, 0
1738754788.1771743, 0, 0
1738754788.1824179, 0, 0
1738754788.1884162, 0, 0
1738754788.1949136, 0, 0
1738754788.2010458, 0, 0
